ID,Review Date,Location,Hotel/Restaurant name,Review
rn507976846,"Reviewed August 1, 2017 ", Kata Beach,Bella Vista Restaurant,"Enjoyed the gorgeous restaurant July 24, 2017. Beautiful setting, excellent service and food. Nice touch to have portable lights brought to table with the menus while reading menu, than taken away to leave lovely candlelight atmosphere. Owner, Elizabeth, was very attentive. A wonderful eating experience.More"
rn504621248,"Reviewed July 22, 2017 ", Kata Beach,Bella Vista Restaurant,"After having visited this Restaurant various times 10 years ago and found it stunning in all aspects - location, cuisine, service, attention, set up - we returned and unfortunately the experience was well below our expectations.
The setting and set up are still stunning and...More"
rn504054717,"Reviewed July 20, 2017 ", Kata Beach,Bella Vista Restaurant,"We stumbled upon this lovely restaurant on Kata Beach and we're so happy we did. It was the perfect way to end our stay. Elisabeth, the restaurant owner, greeted us as soon as we walked in and her and her staff really went above and...More"
rn503779806,"Reviewed July 20, 2017 ", Kata Beach,Bella Vista Restaurant,"This restaurant has probably the best views over Kata beach, and the standards are very high, the place settings and service are like that of a quality restaurant in the west. You will certainly pay a bit more than other local options, you will be...More"
rn503499837,"Reviewed July 19, 2017 ", Kata Beach,Bella Vista Restaurant,"We spent the first night and last night of our holiday in restaurant, the food was exceptional, the staff incredibly friendly, helpful and considerate and as for the view, what more could you ask for ?More"
rn499113685,"Reviewed July 6, 2017 ", Kata Beach,Bella Vista Restaurant,More expensive than the usual restaurants in the area but food is fresh and delicious. Average price for a meal is around $20-25 AUD. Great cocktails also. BEAUTIFUL view of kata beach and nice atmosphere.More
rn497918411,"Reviewed July 2, 2017 ", Kata Beach,Bella Vista Restaurant,"My friend and I decided to check this restaurant because of the location, right on the beach.
The place was looking empty but incredibly beautiful. By checking the menu, we realised that prices were really high, but we did decide to stay anyway going for...More"
rn495946319,"Reviewed June 25, 2017 ", Kata Beach,Bella Vista Restaurant,"It's a too much overrated place. It's advertised as a great restaurant owned by a woman from Switzerland (Elisabeth), with food cooked by european standards and a great overall experience. In fact, it's an ordinary place with high prices, food tastes no better or worse...More"
rn494454388,"Reviewed June 20, 2017 ", Kata Beach,Bella Vista Restaurant,My wife loves restaurants located at beautiful places so she spied this place when she was on the beach. The service and the setting is impeccable and almost too formal as we just came from the beach. The service is top-class and we enjoyed the...More
rn490485797,"Reviewed June 4, 2017 ", Kata Beach,Bella Vista Restaurant,"We celebrated my husbands birthday here. The staff went out of their way to make the night enjoyable, the food was fantastic with a wide variety to chose from. The table setting was top class, our wine glasses of good quality. The view along the...More"
rn484113469,"Reviewed May 14, 2017 ", Kata Beach,Bella Vista Restaurant,"This place is a hidden gem!! Beautiful food, great service and amazing view! Everything was perfect. The owner Elisabeth was so lovely and made us feel very welcomed. Definately recommend this place.More"
rn477857012,"Reviewed April 21, 2017 ", Kata Beach,Bella Vista Restaurant,We loved this place - food was a little more expensive than other places we had visited but menu had plenty of choice and was delicious. Staff were attentive and helpful and the owner came and introduced herself. Cocktails were delicious and actually cheaper than...More
rn467238370,"Reviewed March 14, 2017 ", Kata Beach,Bella Vista Restaurant,"We ate here twice on our recent stay in Kata, its a beautiful setting overlooking the beach. Food was good and lots of choice for both Western dining and Thai food. We had three courses and a botte of wine one evening and it was...More"
rn461149996,"Reviewed February 19, 2017 ", Kata Beach,Bella Vista Restaurant,"Great food, the staff and service so nice and the location and View is stunning.
We've tried both the seafood-basket and the thaifood and the children loved their spaghetti bolognese.
The Price is absolutely fair.More"
rn460787909,"Reviewed February 17, 2017 ", Kata Beach,Bella Vista Restaurant,"staff and food were great, its a great romantic place to dine. overlooking the sea.the food is fresh, the steak comes from australia, was very impressed. the sea food and meat are bought to you on a trolley, for you to choose before its cooked...More"
rn455181084,"Reviewed January 27, 2017 ", Kata Beach,Bella Vista Restaurant,"We had lunch here, very tasty food, lovely views, bit expensive but worth it. Staff service was good, the service is laid back everywhere in Thailand, that's how it is, deal with it. Overall <f0><U+009F><U+0091><U+008D><f0><U+009F><U+008F><U+00BC>"
rn453309556,"Reviewed January 19, 2017 ", Kata Beach,Bella Vista Restaurant,We stayed for a week good view but holiday is not just about the view the food restaurant was very bad got served food that has gone off yogurt for breakfast that has expired 5 days earlier not one seemed to care and check this...More
rn450594434,"Reviewed January 8, 2017 ", Kata Beach,Bella Vista Restaurant,"The view from this multi terraced restaurant overlooking Kata beach is spectacular. It is a really attractive setting, beautifully lit. Located on the point and overseeing 3 other eateries, there is a lively vibe with reggae music (not loud) wafting up from the establishments below....More"
rn449778419,"Reviewed January 5, 2017 ", Kata Beach,Bella Vista Restaurant,Looked over kata beach service excellent staff very professional very up market and reasonably pricedMore
rn449037909,"Reviewed January 3, 2017 ", Kata Beach,Bella Vista Restaurant,"Five people together for a great night out.
Chicken over cooked.
Snapper fillets ( not fresh- frozen ) sent back. - Two pan fried, not cooked and cold. One overlooked , dry and cold with bottled sweet chilli sauce ( apparently Indonesian style).
One Weinschnitzel...More"
rn448008245,"Reviewed December 31, 2016 ", Kata Beach,Bella Vista Restaurant,Romantic spot with view of beach. The food was very good as you would expect. What I enjoyed the most was the stir fried vegetables. The flavour was fantastic. Ensure you order this dish when ordering Thai meal. Irish coffee to finish was a nice...More
rn446843846,"Reviewed December 26, 2016 ", Kata Beach,Bella Vista Restaurant,Great location however the food was quite poor. Obviously European food at European prices but prepared but local Chefs. Owner likes to argue with customers and can't handle criticism. There is much better to be had on Phuket.
rn441309880,"Reviewed December 1, 2016 ", Kata Beach,Bella Vista Restaurant,"Such a lovely restaurant, great views of the beach at night, amazing food and very friendly welcoming staffMore"
rn439855122,"Reviewed November 24, 2016 ", Kata Beach,Bella Vista Restaurant,"Can't praise this place enough. We checked out 3-4 places for breakfast and we're shocked at the prices & offerings - very high for mediocre experiences. Well, don't even think twice and head to the south end of Kata Beach. You can go via the...More"
rn437082949,"Reviewed November 14, 2016 ", Kata Beach,Bella Vista Restaurant,"Bella Vista is a beautiful sea side restaurant, with a great location, good food and they pay attention to every detail.
Our dinner was a beautiful experience.More"
rn437081295,"Reviewed November 14, 2016 ", Kata Beach,Bella Vista Restaurant,"Good food,excelent location by the sea,great service and atention to details,moderate priceses.The best place if you want to eat a nice peaceful dinnerMore"
rn434172580,"Reviewed November 2, 2016 ", Kata Beach,Bella Vista Restaurant,had a wonderful meal here staff are fantastic cant do enough for you food superb and views to die forMore
rn431168739,"Reviewed October 24, 2016 ", Kata Beach,Bella Vista Restaurant,"Food was AMAZING..!! great attentive customer service. Will definitely go there again before we leave.
Also the owner Elizabeth noticed my partner was in pain (tummy bug from something she ate from the market) and took extra care of her. Her willingness to go the...More"
rn430053224,"Reviewed October 20, 2016 ", Kata Beach,Bella Vista Restaurant,"The host - Elisabeth really knows her business and understands how to make her customers feel special. We had a lovely meal between 4 of us. Splitting the bill was no issue, the food & recommendations were great and nothing was too hard to accommodate....More"
rn429134983,"Reviewed October 18, 2016 ", Kata Beach,Bella Vista Restaurant,Great service and excellent view of Kata Beach. Had a good spread of food. Quality was above average. Catered for tourist.
rn426078759,"Reviewed October 8, 2016 ", Kata Beach,Bella Vista Restaurant,We went to bella vista and loved it the service was amazing everyone was lovely and they were so good to my 4yr old son. The restraunt is up on the rocks overlooking kata beach such a great view especially at dusk the menu is...More
rn410834488,"Reviewed August 25, 2016 ", Kata Beach,Bella Vista Restaurant,The restaurant of Villa Elisabeth. Food was good. Limited wine list. Great service and excellent view of Kata Beach.More
rn407878956,"Reviewed August 20, 2016 ", Kata Beach,Bella Vista Restaurant,"We had dinner here during our holiday, food was really good, service very attentive. Most amazing is the setting looking out over the sea, had a perfect evening.More"
rn405707750,"Reviewed August 15, 2016 ", Kata Beach,Bella Vista Restaurant,Great food. Good mix of choice from traditional Thai food to pizza steak etc. Really enjoyed the night. Lovely feel to the restaurant and the staff were good fun with the children. Party of 9 with a mix of tastes all catered for.More
rn405486759,"Reviewed August 14, 2016 ", Kata Beach,Bella Vista Restaurant,Enjoyed dinner with friends at this lovely restaurant. Service was awesome and food was really nice. Staff were more than happy to add more tables as friends kept joining us while we were dining.More
rn392488777,"Reviewed July 14, 2016 ", Kata Beach,Bella Vista Restaurant,"Yes - I had this spectacular view all to myself. That did not put me off though as i had ready a great review, I did not disappoint. I had the Creamy mussel soup wit garlic bread and it was delicious. They have a huge...More"
rn391707165,"Reviewed July 12, 2016 ", Kata Beach,Bella Vista Restaurant,"Best service...... Best food..... Amazing view, one of the best restaurant I have ever been to while traveling. All fresh produce and the best homemade bread I've ever had, would 100% recommend this restaurant as a must go to!!!
From Ryan and Rhiannon
From AustraliaMore"
rn382173234,"Reviewed June 13, 2016 ", Kata Beach,Bella Vista Restaurant,"Gorgeous setting, attentive staff, great menu, nice cocktails, lovely atmosphere! Swiss owner, Thai staff & chef. Overlooking Kata beach. Pricey but worth it for fine dining compared to other more pricey eateries on same strip.More"
rn376938003,"Reviewed May 26, 2016 ", Kata Beach,Bella Vista Restaurant,The best service in Phuket. The food is very fresh even the vegetables. The service is exceptional. Stunning views I would highly recommend it for the special dinner.More
rn375291623,"Reviewed May 21, 2016 ", Kata Beach,Bella Vista Restaurant,"The view is the best aspect of this restaurant, the food is good quality but in my opinion over priced accepting this is supposed to be fine dining in Phuket.More"
rn374811787,"Reviewed May 20, 2016 ", Kata Beach,Bella Vista Restaurant,"Restaurant with a great view and ok food. Service is good. Sometimes to good, waiters are standing every minute next to your table.
Only scam is that they increase your bill with 10% service and VAT! Prices in the menu do not include these rates....More"
rn374094112,"Reviewed May 18, 2016 ", Kata Beach,Bella Vista Restaurant,"This place had some absolutely lovely food. Everyone at the table finished their plates and were looking for more food despite having more than adequate serving sizes.
The service was spectacular by Thai standards. The owner came and talked to us and obviously cared deeply...More"
rn364167019,"Reviewed April 14, 2016 ", Kata Beach,Bella Vista Restaurant,"We went here as we'd spotted it while snorkelling on Kata Rocks. There was a great view of sunset over the beach there was no denying that and the restaurant was beautifully laid out with white table linen.
Note - once you've walked across the...More"
rn357795350,"Reviewed March 23, 2016 ", Kata Beach,Bella Vista Restaurant,Family and friends (over 70) from all over the world met on the deck of this beautifully located restaurant for a pre wedding get to know you session. Lasting about 3 hours and fully catered it was a great evening. The staff were most attentive...More
rn346622368,"Reviewed February 10, 2016 ", Kata Beach,Bella Vista Restaurant,"This was probably one of the pricier places we ate at while on holiday and although the food was good, it was not exceptional. The setting however, is lovely, on raised decking under a huge banyan tree with a view across Kata beach. Very romantic...More"
rn346068426,"Reviewed February 9, 2016 ", Kata Beach,Bella Vista Restaurant,"Had dinner here a couple of nights ago with my family. Could not fault the service and friendliness. The view is great.
The food was excellent, up with the best I have had around Kata beach for the price.
Can recommend the Tom Yum Goong...More"
rn344166303,"Reviewed January 31, 2016 ", Kata Beach,Bella Vista Restaurant,"We stayed at Villa Elisabeth hotel for one week. We were very pleased with the location and the friendliness of the staff towards us and, especially, to our 1 year old daughter. The last night we dined at the hotel's restaurant Bella Vista. Food was...More"
rn343516378,"Reviewed January 29, 2016 ", Kata Beach,Bella Vista Restaurant,"Good service but poor food. If you want to remember what dining was in the 90's this is the perfect place for you. Dated menu/dirty menu and poor wine list.
What can I say ! Try Mom Tri instead.More"
rn341986410,"Reviewed January 22, 2016 ", Kata Beach,Bella Vista Restaurant,"The astmosphere is romantic with a breath taking view of Kata beach. Ms.Elisabeth is a great host and dilivers a plesant mood of restaurant. The fish is delicious. If you want to spend a romantic night, it is the place you cannot miss.More"
rn339105448,"Reviewed January 11, 2016 ", Kata Beach,Bella Vista Restaurant,"me and four others turned up at around 8pm and asked if any tables were free, after about ten minutes we were taken to a table and only given one menu, i had to ask for more menu's and a drinks menu as these were...More"
rn337877716,"Reviewed January 6, 2016 ", Kata Beach,Bella Vista Restaurant,"Nice location ! Very friendly and polite staff with good english. The manager is a nice lady who seems to care for her customers by going around , introducing herself and trying to check on every table. The service was a bit slow but the...More"
rn336344910,"Reviewed December 31, 2015 ", Kata Beach,Bella Vista Restaurant,We loved the location so much we ended up having 2 of our 3 lunches there. Despite the snail speed service both times! The restaurant is overlooking the beach and the tourist crowds. It is a nice retreat from the overcrowded Kata Beach with its...More
rn334756659,"Reviewed December 24, 2015 ", Kata Beach,Bella Vista Restaurant,"Came here with my family for a meal, seemed like the waiters were hanging around for a tip after every single thing thing they did.
And would stand next to the table arguing with each other.
My brother in laws fish was raw in the...More"
rn334147351,"Reviewed December 20, 2015 ", Kata Beach,Bella Vista Restaurant,"So picture this. We are the only customers for lunch in this restaurant located at the end of Kata Beach next to the ska bar and we have to wait and chase for menus, to order, for food.
Shame as when it came it was...More"
rn324589917,"Reviewed November 5, 2015 ", Kata Beach,Bella Vista Restaurant,"we ate at this place once. The food was amazing but the service was a bit on lower side. The location is as romantic as it can get, overlooking the Kata beach.More"
rn321748625,"Reviewed October 25, 2015 ", Kata Beach,Bella Vista Restaurant,"Nothing but good things to say about this restaurant. The food was awesome, the prices not excessive, and the service was friendly and attentive without being overbearing. Now the view - just perfect. You can see all over Kata beach. I went for dinner so...More"
rn321313523,"Reviewed October 24, 2015 ", Kata Beach,Bella Vista Restaurant,"Nice to have a change from Thai food, this is a bit more upmarket but worth it , and right overlooking the sea. Ask for all the menus, as there is a full a la carte one which is more expensive than the shorter menus...More"
rn320546681,"Reviewed October 20, 2015 ", Kata Beach,Bella Vista Restaurant,"We ate at this lovely restaurant last night. The location has stunning views overlooking Kata Beach. The food was very fresh and Elisabeth, the Swiss owner of this restaurant ensures that each guest is treated like royalty and served only the best. The menu is...More"
rn317938340,"Reviewed October 12, 2015 ", Kata Beach,Bella Vista Restaurant,"Last order till 11pm, but is open until the last guest leaves and they never make guests uncomfortable if they are spending time beyond restaurant hours. This place is owned by a Swiss lady and is named after her. Food is too good, whether is...More"
rn317692253,"Reviewed October 11, 2015 ", Kata Beach,Bella Vista Restaurant,"Definitely try this place out! Had a great Thai massaman curry here and the views of the beach are awesome!
Eaten here twice during the day and may go for dinner one night before we go back!
Nice friendly staff!
This is the sort of...More"
rn316844054,"Reviewed October 7, 2015 ", Kata Beach,Bella Vista Restaurant,"Delicious food , wonderful hostess, best sea view, and all for quite moderate price of the market. Highly recommended. A must!More"
rn315579519,"Reviewed October 2, 2015 ", Kata Beach,Bella Vista Restaurant,"Charming service, beautiful view, the food wasn't as memorable as we hoped. We entered the restaurant from the beach which was fun as we had to wade through the sand and rocks then put on our fancy shoes!More"
rn313289623,"Reviewed September 24, 2015 ", Kata Beach,Bella Vista Restaurant,"Beautiful location, reasonable prices. Food was yummy, wish we could have tried dessert but was too full! Staff attentive and friendly. Cocktails were good! Great menu selection. Would def, return.More"
rn310322675,"Reviewed September 14, 2015 ", Kata Beach,Bella Vista Restaurant,"What little hidden gem. Very friendly staff, amazing scenery, great service and awesome food. Around 250 baht (10 aud) for a curry and worth every bit!! We had kids with our group and they gave them a separate table and entertained them also. Fantastic night...More"
rn306525029,"Reviewed September 2, 2015 ", Kata Beach,Bella Vista Restaurant,"Thanks Mamma for a truly wonderful night. The food, wine, staff surroundings and atmosphere exceeded our expectations. We have been dining here for the past 6 years and you have never let us down and what a flame. Pan and Zaw thanks for your help,...More"
rn296192665,"Reviewed August 5, 2015 ", Kata Beach,Bella Vista Restaurant,"Hidden at the end of Kata beach, up on the cliff with amazing views and away from the madness...we had a fantastic night here, a highlight of our 12 days in phuket. A beautiful restaurant, really great service and the presentation and taste of the...More"
rn292818045,"Reviewed July 26, 2015 ", Kata Beach,Bella Vista Restaurant,"We have been to this restaurant many times during previous visits to Kata, in fact we got engaged there 5 years ago. It is a short walk up some stairs directly off Kata beach or you can access it from the main road. The setting...More"
rn292364304,"Reviewed July 25, 2015 ", Kata Beach,Bella Vista Restaurant,"Met the owner! Such a nice lady! Great views, great food, great service! Kind of difficult to find, but there are signs leading the way!More"
rn291994405,"Reviewed July 24, 2015 ", Kata Beach,Bella Vista Restaurant,"This place is average, really not that special as some reviews mention. The food is average, we've had better dishes of Thai food and service is also average. We were the only table and still our order went wrong, even after a specific note from...More"
rn289821008,"Reviewed July 17, 2015 ", Kata Beach,Bella Vista Restaurant,"We sought this place out after coming across the great reviews on trip advisor, and I am so happy we did! Hidden away on the corner of the beach under a beautiful tree this place feels magical. Price wise I'd say Bella Vista is middle...More"
rn289438759,"Reviewed July 16, 2015 ", Kata Beach,Bella Vista Restaurant,I had a great table over looking the waves lapping on the beautiful sandy beach. The Banyan tree is quite impressive and makes for a nice view. I had some sort of Thai coconut soup for starter and it was truly delicious. I really enjoyed...More
rn282488358,"Reviewed June 23, 2015 ", Kata Beach,Bella Vista Restaurant,This well managed restaurant sits under the huge Banyan tree at the Southern end of Kata Beach. A very slick run operation by a lovely Swiss owner. Food is good. Ambience is very good. It was low season when we ate there and we were...More
rn282278542,"Reviewed June 22, 2015 ", Kata Beach,Bella Vista Restaurant,"We arrived in the afternoon and stayed until 8pm. We ordered drinks and food as and when we wanted. The food and service were absolutely amazing. As my heading says, we will dream about this place when we return home. Put it on your must...More"
rn464784169,"Reviewed March 5, 2017 ", Karon,2gether Restaurant,"We stopped in for a beer and a rest from the heat, Nice place, comfy couches with a view of the street so you can people watch. Prices were reasonable."
rn446821944,"Reviewed December 26, 2016 ", Karon,2gether Restaurant,We were tired after long day and approached 2gether by chance. We ordered standard fried rice with beef and rice noodles with chicken. And I ordered vegetable salad out of menu. The portions are big and tasty.
rn413736771,"Reviewed September 1, 2016 ", Karon,2gether Restaurant,"Location is easy, but is a little noisy as it is open onto the street.
Only had fans and no air conditioning so on very hot days it will be not so comfortable.
The food was ok with reasonable prices.
Was nice later in the...More"
rn402418312,"Reviewed August 7, 2016 ", Karon,2gether Restaurant,"We had pizzas which were good- nothing special. Luckily, we paid half the price as it was happy hour. As for the Thai food I can't say as haven't tried it. The restaurant is clean and tidy and the staff are very friendly!"
rn389026055,"Reviewed July 4, 2016 ", Karon,2gether Restaurant,"I ordered pad thai and a frozen margarita, an easy safe bet when you're less than 50 metres from the beach. Well, the noodles were mush and stuck together and it was cold pieces of chicken in hot mushy noodles. I had been expecting prawns...More"
rn363844952,"Reviewed April 13, 2016 ", Karon,2gether Restaurant,"Good breakfast, get to pick 5 things off the menu for around 200 baht. Convenient location to where I was staying and close to beach as well.More"
rn358040351,"Reviewed March 23, 2016 ", Karon,2gether Restaurant,The food is good and tasty. The staff spoke English at a good enough level. The place is very tidy and clean.
rn356297858,"Reviewed March 17, 2016 ", Karon,2gether Restaurant,Found this place a week into our holiday ( sadly ) and have ate here every night since! The food is absolutely amazing. The service is so quick and the staff are lovely. Its not over priced but if it was i would still eat...More
rn354786866,"Reviewed March 12, 2016 ", Karon,2gether Restaurant,"Everything was ok, staff wasn´t so energetic, but they were quite friendly. Food was quite good. But actually I didn´t find anything special, why I would like to come again. I asked also, how is it possible that this restaurant was winner on tripadvisor some...More"
rn353544401,"Reviewed March 7, 2016 ", Karon,2gether Restaurant,"Mu husband and I stopped here because we heard the live music. The food was great (really nice caesar salad, tenderloin and BBQ shrimp), and the service was even better. Fast, friendly and attentive with out being annoying."
rn346007093,"Reviewed February 8, 2016 ", Karon,2gether Restaurant,"Chicken satay, tom kha gai and shrimp kra pow....so delicious! Our two year old happily had almost the entire serving of tom kha gai. The peanut sauce with chicken satay had a very clean flavor, it complemented the juicy chicken very well. The vegetables are...More"
rn345782755,"Reviewed February 8, 2016 ", Karon,2gether Restaurant,Food was good. Wouldn't rave about it but wouldn't complain. A bit slow in asking us for drinks but once we ordered came out fast. The owner very friendly and asking if every was alright.
rn345096434,"Reviewed February 4, 2016 ", Karon,2gether Restaurant,"As a couple, we enjoyed eating great burgers in this place. Although our order was taken very quickly (unlike neighbouring couples), unfortunately, we had to wait well over 15 minutes just for a drink. That said, our food came out after 35 mins, which was...More"
rn344727786,"Reviewed February 3, 2016 ", Karon,2gether Restaurant,"30 minutes of waiting. Noone even looked my way, noone asked what the hell I was doing there all that time. I grabbed a menu myself - still no interest. I thought alright, the place's packed, let's be patient. But soon some people left and...More"
rn342886454,"Reviewed January 26, 2016 ", Karon,2gether Restaurant,"We were greeted by a very personable owner, friendly and attentive. Food was good, nice ribs and pork snitzel, fresh salad. Kids enjoyed their meal, musician was quite good too.
We'll be back again!"
rn341884942,"Reviewed January 22, 2016 ", Karon,2gether Restaurant,"Great with live music.
The musician sings really great, also the Swedish owner sang a few songs. And he did well also. Really great environment. They have a playroom for kids. We only had pizza here, these are ok but not Italian style. Just ask...More"
rn338635003,"Reviewed January 9, 2016 ", Karon,2gether Restaurant,"My wife and I have twice spent a month in Phuket. The best food offered by 2gether tops the best food we had at the other top restaurants in Phuket, including Boathouse and Mom's (which are considerably more expensive).
We ate there the day on...More"
rn338563972,"Reviewed January 8, 2016 ", Karon,2gether Restaurant,"We actually had planned to go to another restaurant, but were pleasantly surprised and the ambiente and the attention to detail by the owner, who always had an eye on every table to make sure all was in order.
There was life background music, which...More"
rn337155385,"Reviewed January 4, 2016 ", Karon,2gether Restaurant,We went out searching for EAT but it was closed on New Year's Day. We were pleasantly surprised by the delicious food and fun music at 2gether. Our party of 5 tried both Western and Thai foods and were all pleased. The wooden plate dish...More
rn335884442,"Reviewed December 29, 2015 ", Karon,2gether Restaurant,"Very friendly owner, fresh fruit shakes.
Italian food was hot, fresh and tasty. Fairly priced.
Not the largest menu which I actually prefer."
rn335428834,"Reviewed December 28, 2015 ", Karon,2gether Restaurant,"We sat down and waited for an hour for our food, when I questioned the waiter we were told the kitchen had lost the order. They said it was cooking and it would be ten more minutes.
Another half hour went by and I stopped...More"
rn333856048,"Reviewed December 19, 2015 ", Karon,2gether Restaurant,"We have stayed in the Guesthouse and ate here one evening utilizing our 20% discount as residents.
Food was nice although for Thailand a bit overpriced (THB 700 for a bottle of wine, approx. THB 300 for a pizza) but this seems to be the...More"
rn329663105,"Reviewed November 29, 2015 ", Karon,2gether Restaurant,"The restaurant served great food. We had shrimps, carbonara and some food from the children's meny. Everything was tasty and pretty presented. The musician playing in the bar was awesome and even sung some songs in Swedish :) Could be recommended!"
rn328611779,"Reviewed November 23, 2015 ", Karon,2gether Restaurant,"If you go here hope you have better luck then I had.
Took my order then came back a half hour later and ask what did you order? Continued to give them more time. Got tired of waiting. Paid for my water and left. Good...More"
rn326284288,"Reviewed November 12, 2015 ", Karon,2gether Restaurant,"We came here for lunch one day, and it was so nice and peaceful! There were a few other tables occupied, but it was pretty quiet during the day. We ate spring rolls, chicken satay with peanut sauce, and green curry and loved every bit!...More"
rn325466865,"Reviewed November 9, 2015 ", Karon,2gether Restaurant,"I stayed here for 7 nights and everything was great. The staff was very service minded and very helpful. The rooms are nice and big with good AC, and the whole place is super clean! The food is great both the Thai and the western....More"
rn310375619,"Reviewed September 14, 2015 ", Karon,2gether Restaurant,"Fantastic steak and the sides were great too. It was pretty quiet when we were there in low season and it was on the pricey side for Thailand but worth it if you are craving a perfectly cooked steak.
Atmosphere and service was good as...More"
rn286320968,"Reviewed July 7, 2015 ", Karon,2gether Restaurant,"The food was very nice and I highly recommend the cheese cake, but the waitresses seemed to keep forgetting about me... Maybe it was because I was sitting behind a pole <f0><U+009F><U+0098><U+0095> when I reminded them I was there they were very nice though.More"
rn266234375,"Reviewed April 17, 2015 ", Karon,2gether Restaurant,"On the last day of our stay in Karon, we decided to make good research before we will go out for a dinner, because we had few disappointments already! So all our team of 6 persons have chosen restaurant which apparently was closed when we...More"
rn265363826,"Reviewed April 12, 2015 ", Karon,2gether Restaurant,"We ate here as a group of 7 including some children. Overall the restaurant seemed quite clean and modern unlike many other local places. The food was good and everyone enjoyed their meals, but it was a little expensive compared with more local restaurants.
There...More"
rn265249863,"Reviewed April 12, 2015 ", Karon,2gether Restaurant,"I enjoyed our dinner at 2gether. We were both hankering for something a little 'western' and not overly priced, and 2gether came through. Good food, good value, great service. Definitely worth a stop on your next visit to Karon Beach."
rn264798075,"Reviewed April 9, 2015 ", Karon,2gether Restaurant,"We stayed at the guest house and were very excited about having a restaurant with such nice reviews just downstairs.
First try, I went downstairs around 9:15 for breakfast, but it wasn't even served. The lady I met didn't speak English but it seemed like...More"
rn263571131,"Reviewed April 4, 2015 ", Karon,2gether Restaurant,"Been here twice during a forthnight in Karon. The food is tasty and the service is good. The restaurant is a lot nicer and cleaner than many other in tourist-populated-karon.
During our second visit the live music was way too loud and it was difficult...More"
rn261445980,"Reviewed March 24, 2015 ", Karon,2gether Restaurant,"Good steak, good drinks and nice personnel but a bit pricy, for the Thai standards. Owner is Swedish and food is Swedish inspired.More"
rn258572647,"Reviewed March 9, 2015 ", Karon,2gether Restaurant,"We were 8 friends on our first night in Phuket and wanted meat. We ended up here by mistake, and we are so glad we did! Every one of us loved the food we ordered; tenderloin, plankebiff, pizza and thai. We ate until we couldn't...More"
rn256985904,"Reviewed February 28, 2015 ", Karon,2gether Restaurant,"We ate lunch here as it was very close to our hotel. The restaurant wasn't busy at the time of day we came but we did notice it was very busy every evening. We had a burger, chicken satay and a hotdog. Food was fresh,...More"
rn253617777,"Reviewed February 10, 2015 ", Karon,2gether Restaurant,"We were a group of 14 people dining at 2gether last night. We booked in advance and table was ready upon arrival. Service was very friendly. The menu offers a wide variety of food from Swedish meatballs, ""international bestsellers"" Pizza, Steaks, Ribs, salads etc to...More"
rn253056695,"Reviewed February 7, 2015 ", Karon,2gether Restaurant,"first evening at Kata, menu was a bit too small hard to find anything. food was ok not fansy at all. service very good!!More"
rn250622213,"Reviewed January 23, 2015 ", Karon,2gether Restaurant,"The food was good, but the total experience was not worth the cost. It does cost quite a bit to avoid eating Thai (bad choice!), but it was over the top.
The quality to price ratio left us feeling wanting, and we didnt Feel that...More"
rn249235513,"Reviewed January 13, 2015 ", Karon,2gether Restaurant,"2gether in Karon is located on Patak Road, just before the hill climping over to Kata Beach. Since our last visit, two years ago, there is a new management. But you don't have to worry. Things are just as good.
One improvement is that the...More"
rn247370409,"Reviewed January 4, 2015 ", Karon,2gether Restaurant,Perfect! If you are all about good food this place is for you. Thought that you can't get a good steak on Karon? Wrong! The steakes are amazing! Highly recommend this place!
rn247352062,"Reviewed January 4, 2015 ", Karon,2gether Restaurant,"We had been travelling all day and just wanted to have a quick pizza and pasta before heading to bed.
The place was empty except for a few Swedish guests. I assume this restaurant is popular among swedes as menus were in Swedish and the...More"
rn246276937,"Reviewed December 28, 2014 ", Karon,2gether Restaurant,"We went here several times with our extended family of 12. Always excellent food, smiling and helpful staff, splendid atmosphere and as an extra plus a large playing room for the kids, where our children liked to hang out after they finished their meals. The...More"
rn245209179,"Reviewed December 20, 2014 ", Karon,2gether Restaurant,"Was treated well by the staff, not just regular service bu with a smile and helpful too. Amazing food presentation, try the mix meat skewer. Also when you walk in notice that the singer, will sing about you as you enter the place. Food was...More"
rn245115559,"Reviewed December 19, 2014 ", Karon,2gether Restaurant,"Can really recommend this restaurant: delicious dishes, friendly staff, amazing cocktails and great ambience - go there!"
rn244776146,"Reviewed December 16, 2014 ", Karon,2gether Restaurant,The restaurant had a tripadvisor winner sign hanged up so we decided to give it a try. The food was nice however the restaurant was a bit on the pricey side. There is a live singer so that might explain the expensive costs of the...More
rn244384212,"Reviewed December 14, 2014 ", Karon,2gether Restaurant,"Sunday December 7, 2014 at 18:15pm,, I was tired and had about an hour before my taxi ride to the airport. I wanted to relax and have something good to eat. In my many trips to Karon Beach I had walked by but never paid...More"
